user_id,name,fans,id_review,id_elite,id_tip
-hf_dh5fc_msnwkk4445ra,Jenielle,0,437827,0,0
-hip-fhmoyf70msygdgqqa,Maria,0,389706,0,594
-hlsx1oupzbrml8dwkkvig,Donna,0,319979,0,0
-hlwgeg3dm_slcs-vvjeqa,Chad,1,9136,0,603
-howxb5nkq2t6kukh_j8ia,Trina,1,57683,0,0
-i_5rcccnknh3c0i3d_z4w,Dennis,1,287533,0,0
-iae-e08bbmdhpzpcopz0a,Bianca,0,71943,0,0
-ii-6rs706qguvfdnvpp4g,a,1,192327,0,0
-ij0fgtig9h0enpqzhgvkg,Mari,0,147472,0,656
-iroxjh3ph_tfnoaon-qfg,Jim,0,281925,0,667
-iyubuvp-h2bgnc3pb_kxq,Jeremy,1,320932,0,677
-jcsqwsiqaz3iiefiwzflq,Diana,9,43923,13720,0
-jixftrqi9onuhbt9qajna,Archelle,0,448376,0,0
-jljkpsbonigkmjv1zhjna,Kristopher,0,224896,0,0
-jouea76enmsupjopdrp4g,Marcus,0,371524,0,0
-jpu5kx95hlwjdztlq53uq,Karin,0,8062,0,707
-jqm_utgfaxhmllsqnpm-a,Rosalba,3,7894,0,0
-jrqokiz6fqrsaotys79gw,Thad,0,443301,0,0
-jzkulmhtqyd2d3ie4ps8q,Jed,0,409797,0,0
-k1-znv4zosapus4mctbtq,Photogirl,0,146783,0,0
-k2c61srmzzvzdq1yshvuq,Elizabeth,0,217187,0,0
-k3oqvzcrytzkcbm9vlipg,Bruce,0,16019,0,0
-k5lslba6lucbjytseqn8q,Le,65,85729,13260,0
-kc3autjqidnjkyhle2hpa,Jon,0,300582,0,0
-kkjk0zr6y4btr-w1l-lsg,Love Travel Eat,2,95871,0,0
-km25jromk-0lkjlvrjw9q,A,0,13152,0,745
-kppzwimydrtjelf8pg9tg,Amaneet,10,80264,14372,0
-kv5reelkzj5xqfezlktba,Eric,4,38504,23,758
-kxmp2h9uvnakl2gvkabua,Chris,0,433120,0,0
-l9gig8tsdbg1jnubuxp5w,Alison,82,22075,10989,773
-l9idpepm5r2a8umkkckyq,Saraswathi,0,149761,0,0
-li_zpjzooim66dugzk4eg,Lovebird,0,13313,0,786
-lnkl2xgesslrmb5xpvm1q,Katlyn,3,186265,0,0
-lrezdddvahdnr0t2m7a8w,Rob,2,406723,0,0
-lujgyu0d1yeo1i5ygxz2g,Sarah,0,300789,0,0
-m5rsmqbs8tw7mu--sy7ia,Sherreese,0,473325,0,0
-m7ujtazuqzwnzu3fknzsw,Amber,2,244291,0,0
-m9pf0bhi8ewbwlxn2eqmq,Justin,3,54827,15566,811
-mbmirna73gqnbmbczmysg,AZ,4,8379,0,0
-mg-9qf0zdygpa18m_w4aw,Tanya,0,113569,0,0
-mkmk4fsamjdnr_thp8zdg,Jessi,1,402968,0,0
-mm2-9291qym1zpbnjrfsa,Joshua,1,58385,0,0
-mn7rmabxbeb9nviw44yzg,Conrad,12,253186,16755,0
-mtireqfefhrlji2gxsxmq,Gordon,1,363426,0,0
-mwc_b4g0e4c9kfsoypuow,Jim,0,112003,0,0
-n0muvlliltyjf6cmw6idq,Louise,1,244133,0,0
-n1mnnswtdlbm0srwirmsq,Joshua,1,393462,0,0
-n3ix9wootqgpyvyl_lpiq,Brad,1,18836,0,836
-naaqwnizyycz5cun1mu6w,Janice,0,116211,0,0
-nbevn5tnwdyyavdnkkmjw,Dominic,184,39774,3205,841
-nfhhfysiocbqw4-zhtnhw,Francis,1,156853,0,0
-nfvigvwcmqkclpjftt9oq,Davie,0,3939,0,0
-ngdhvzl0mvzkbupwzvkpa,Michael,0,80292,0,0
-niy-s9ppmhzzeippbwq2g,Gabriel,0,127077,0,0
-nlalsgri3lkbrm6brltbg,Dvon,1,374277,0,0
-nnbff5fosrlmeqkewvlhg,Junk,12,1035,0,0
-nqdhjifpc5xudheczy8pq,G,0,270071,0,0
-nqzhlgipuhn6rjahizudq,Emily,0,93685,0,860
-ntfbumxxfsraj8xckqf9g,Steve,0,407686,0,0
-o7w-vlmdxsr4b-jn9nsrq,Stephen,2,180680,14358,869
-oethjcovp6zfhcq3axpxw,Miriam,4,3871,4016,0
-ozychxpaw_zm3dbiktt3g,russ,0,214648,0,0
-p-ry1j3e7frq6baafz9mq,Jose,0,450236,0,0
-p17ooshu3prgxqslp-opa,Coco,0,51003,0,0
-p9b3sfknfuvhsjpzdevwg,Alice,3,248364,0,0
-pbvevhsbxoofsjodm4crq,Brian,0,65901,0,0
-pfmc6fmgrz51x991tgw8a,Susan,1,11466,10984,932
-pixqwuwlzc1-wfof2_f2a,Rahul,0,214395,0,0
-pofe2glk1m6wqwvwhv8la,Brittney,1,418015,0,0
-pqnxb5xbj4xgjqdkjreja,Becca,1,126753,0,0
-prnywb44eshfnvv8bypzg,ivonne,0,43285,0,942
-pszffynvnv4zaooz6cpdw,Jenna,1,281068,0,0
-ptb2wi-kwxtld4d0rrjxg,Anh,5,429620,0,0
-ptjgzbthv4o7yctfth9sg,Marcus,0,277302,0,0
-pw3knbsknobtstc2zw5vq,Brian,8,22446,0,946
-pwmpnwbhd2qqahvjpcqjq,Katie,10,33038,3385,0
-q6jimnhto4k94_2oztbpg,Karen,5,81419,0,954
-q8dkemz3aal6wepjnzmzw,Gopi,0,441761,0,0
-qapcuddgxs5bfgqns9lig,Kari,17,193743,9798,0
-qmn79yxhq3x6tckgwryag,John,24,21200,2401,0
-qnbhoeuprnpkusxmeitgw,Evgeny,0,40232,0,0
-qyxzzhuszhasqym3rmbhw,Janet,14,61770,6164,0
-qz4fwosfk_mdlcjn66qug,Bill,0,250334,0,0
-r1d1zphd02nc9lxson_gw,Darius,4,228216,6791,0
-r5afux-ukr-at1rlfulrq,Richard,0,112045,0,0
-r7bmibrzm0cuktnbb03gg,Morgan,0,135388,0,0
-rqijbhxvlqff4yok3ixng,William,4,175741,0,0
-rsrnzyjv0tsl4iy4sb0gw,L,0,87028,0,0
-rx0frpioq-x1ttwoonmpw,Ashley,2,272726,0,0
-s_3v_7irkvbcsi-gwxkog,Keely,4,18961,0,1050
-shhty1cemsmpvsehdasaw,Doctor,27,4829,0,0
-sjr1daa9zs3iq9bx72cag,Kay,0,145754,0,0
-skv_dnyhgzf07h2hjx2kq,Stephanie,0,74093,0,0
-srzqmr83vjsfr6psuyvua,Mary,23,17618,11301,0
-stfmu-wulkjkgt9ssc9hg,Ito,0,201873,0,0
-sulwou6orbn-3b6ij8ecw,N,1,226220,0,0
-swnjy9kemozs1bv_-i1fg,Merle,0,422306,0,1082
-sxidl9ueiokzeq8ioparw,Eutropia,15,151454,13994,0
-sz4vlu-b8jz9ub9bybx8g,Debbie,0,68938,0,0
-tg5ytembnyw3fqn99xkcq,Anthony,61,25848,859,1106
-tizvpfi5ghdywagjoxtwg,Sandy,1,251025,0,0
-tj4e-zw67mxj9z7-zkzpw,Mike,295,15006,10634,0
-tjtme91-fhgyhfbn9vn5g,Thomas,0,76864,0,0
-tktyvofergdoxj6pffuyg,Lacey,0,440140,0,0
-tn3jaw32w0pgmiwapcc6w,Ben,15,234069,0,0
-tousocf9ph9ilenyizagq,Bernadette,4,56509,7982,0
-u58qr7zamgkoq23g5ndla,Nan,3,41240,0,1133
-u77ybch90w4wqiamsatfa,Josh,1,285748,0,0
-uch8inaxvndgce8cjooxw,Chevel,0,492336,0,0
-uchsbfbwlbn5zw4wjsosw,Shveta,37,80735,2740,1140
-ud-_zhsfycw4f4imxhlmq,Joe,0,289032,0,0
-ue70sp9oqdr8eocmimtzg,Bert,1,459753,0,0
-uem8nfrask87gzvrcywpw,Katie,0,257546,0,1143
-ufpjvsqpwiehgx0dkawma,Destry,18,87326,5515,0
-uhdhikhvvkds6u6khvwzq,Jaklyn,0,448357,0,0
-unti0j3lg605islxuc6xa,Veronica,0,104774,0,0
-upnsjpndt9d9ciaxjio7w,Frank,0,405901,0,0
-urzcqk5nsv5xlwx7m8wza,Lindsey,0,326126,0,0
-utloe7x7eixd5vy_hmcew,JR,4,23605,6246,0
-uzaqwalmq-hww7_re0mqa,Casey,0,349864,0,0
-uzc9iezmkpr5rl0_pecaw,Alfred Jr.,0,230634,0,0
-v261csmbv7k5qto4al3wg,Becky,0,320187,0,0
-vfubhujq2qfnxqa4v2ksg,Sandy,3,349167,0,0
-vgyccmy4mihanqm6f9mcg,Jen,0,296393,0,0
-vhmiexwbqzq_rm-8zzvcg,Noemi,8,1929,11305,1179
-vignm2eohbknzivb3gusw,Kathy,4,174160,0,0
-vjgnm5tjwapod5nfhf60g,Jennifer,0,16701,0,0
-vjsujoyyrochimylendna,Audrey,55,11228,11442,1182
-vn_jmreg9yfrlri0v1fuq,Shirley,12,128732,0,0
-vqey0dsyradj9ick_ayhq,Marjorie,13,413672,8455,1195
-vsjdbojtoqnm9tbjnderq,Heather,7,206728,7544,0
-vx9sdsuctrof__jcfmkwq,Jill,0,254427,0,0
-w2rgrrc2tlsy958h3odva,Zachary,1,179530,0,0
-w3zzxwjepnjtzaj2n4afw,Cheryl,21,93040,17056,0
-w44humfu10rvdcnreupkw,Susie,0,220345,0,0
-wcg2a3ai0o2syldbpkhuw,Earline,9,128966,14410,0
-wdwkg4iczkftl1esb_vsw,Amber,1,25412,0,1220
-wfxcm_tqfn1wqovo0wcfw,Dave,1,156148,0,0
-wk1wtck_z7cd-qeknafsa,Janet,0,155773,0,0
-wmyuvotnpaq4ow_rav93w,Mary Margaret,48,239943,3607,1234
-wrh4icrkpl1hf8cwla1na,Jay,0,44256,0,0
-wsiv9am50ha7hlugt31sa,Kristyn,25,433460,16801,0
-x1dtcndhvtofkvszzlsfg,Es,3,114949,0,0
-x_1xvdt4ivnlemkbxwhxa,Joey,0,142081,0,0
-xbjosv4lnj6xk2zdbzy5a,Jen,11,337390,0,0
-xi34iisrrprmpcwqmu2ag,Marla,1,274398,0,0
-xjd-_wfyd4y44uie3ig0q,Tuasivi,4,200186,0,1274
-xjxpl4ngarjqk1jjzkxxa,Kyle And Kimi,0,447755,0,0
-xlmzdqqmns0ejfp3cckhw,Karl,0,386964,0,0
-xr__zqgwqhsfx0thcn-ag,Brenda,338,88764,2217,1284
-xtj26tpmf6q6cnt8zmxbq,Victor,0,417645,0,1286
-xzvt0zzkndd8jr380nxza,Robert,1,1609,0,0
-y4_tkfdmhrvdqlcjgj5rq,Ellena,2,420295,0,0
-y7125ryadpjxtknr9cw8a,david,0,183808,0,0
-yb2wgmjetzdw8rn0du6ia,Robin,0,349514,0,0
-ydnhvls-yudvhtorqyp_q,Ashley,0,293059,0,0
-yfcymt2jbd8cxfytl91uq,Garry,0,26165,0,1308
-yftrof4lrk31jpevlah5w,Scott,2,210345,0,0
-yhqsbyjja2sqfxsf5vi7g,Estefany,1,439271,0,0
-yjpfuvhdduwp9surv5aag,Jim,0,205192,0,0
-yn5-e3w3utrorystdy1gq,Jamille,1,477305,0,0
-yoeipns7ctfj8wbn3dtuq,Paddy,3,254079,0,1320
-yosnoermz_oqa9n2eyuzq,Cheryl,1,363897,0,0
-ywcxzgrnp986_-ubewapg,Ida,3,376901,0,0
-yyjfvxp4fjkaklinhckqw,Jessica,1,177526,0,0
-yyvitnohlylbfb7cdwspw,Preston,1,301120,0,0
-yyxjf6xiy6vlf4khtz7og,Jennifer,0,110264,0,0
-z7gu0zgo4ron48y23nhqq,Cameron,1,228438,0,0
-z8ij2fingy3p0grqqrvsg,Lekia,0,482798,0,0
-zk0xlozou72ahqcpoaukw,Shweta,0,144540,0,0
-znsoj6yrxam1ev0gdyifa,Kerianne,0,115151,0,0
-znvhfa1p16vkide9ddwbg,Whitney,0,380537,0,0
-zrhu_ieck3jxnwvhyluca,Dana,2,171290,0,0
-zvh8uphhle2ku6cslvofa,Jeffrey,2,147871,0,0
-zwy3zhfo-xheqyh4l6ikg,Cecilia,2,238874,0,1374
-zybcggfcm6ezo4abh2jca,Victor,50,144442,14378,0
0-1u2g25z0dmzpsk0p_5pg,Michael,0,446621,0,0
00kutwsytodpatzsfraveg,Francisco,0,176310,0,0
00ug73dppbm8fgyiq3r66q,Mengqiu,0,111232,0,1417
00xird-hdtvk_xeitdrx8q,Leslie,0,49856,0,1420
01owck1-lcdvx3nsopuhza,Kristian,3,421977,0,0
01vyw6roueuj4ofu8_jp0w,Sommer,2,283583,0,0
024nrjfpztdo4kpm6moh1a,Preston,1,380578,0,0
02edgut4txamoteeqccjca,Grover,0,307335,0,0
02m0icvzsexev3j9h2mzha,Henry C,0,126077,0,0
02rfzdpmsh2dnl7gdo8alg,Alice,78,392479,11999,0
02wv5oaph9pdwpwkquvs7a,Kate,0,437290,0,0
0302bhmblvomvc2dfwintg,Kris,0,206238,0,1466
03ezlz906s8qdkdapo3bbw,Rhys,1,247013,0,0
03mu4zmncgesjxmmeqi-ra,Arthur,0,454839,0,0
03radn7ysa5p0h7qcp98kg,Evelyn,3,472976,0,0
043wfmmn7thndk4uzkdpbq,Robert,2,127183,0,0
045la8joqi1vpm0wlgzpkw,Lori,21,24430,236,1484
056mrvbrn9gr8ybtnptm6a,Ankit,0,351326,0,0
05bdunvpa0fhejnauvdiga,William,14,236895,11321,1506
05c4arhrypwcogct537jlq,Cindy,5,31667,119,0
06tz-gwk5gkd61sec7foiq,Terry,2,467134,0,0
06unfmo-jv5kpkbea5rf5w,Paige,1,44359,0,0
06v4licluq1ju7k3gjmygq,Arlene,11,166655,9959,0
070bwzpfnhfckxewlwyfhq,David,0,307057,0,0
078m62q-9znnlnn5tkstvg,Jeremy,0,491699,0,0
07as0dw2h7p_rq3cahvyow,Shaun,0,215588,0,0
07gxl0kuxjdpgozyv_ty6q,Cimmone,3,73948,0,0
07tspz6dx5z1qeglgxl4lg,Hannah,0,253994,0,1560
07zbk1kfjogxyy9suetpmq,Greg,0,337677,0,0
08izwpguuio8lcqdo_dlfa,Liz,1,310061,0,0
08mopjrcpze3d8uhszp4fa,Ann,433,95888,1957,1578
08yqmauisxn4aabp9odf2g,James,0,382705,0,0
08ysnn0cy3io-ehxhzsp8q,Amber,1,373005,0,0
09-rpsah_rhw2ubolusjja,Denny,0,168943,0,0
090bboqx91rsrxphs33arw,Bobbi,0,294574,0,0
09_f5ld-byqhtwfcunzuuq,Kailey,1,15319,0,0
09bvsk2becopebfi6ploiq,Saba,73,83113,6122,0
09giattwi8we4r-buiw5bg,Kathleen,0,61708,0,0
09jpzrkd_j0sg9wpbdsjqg,Todd,23,5104,9029,1588
09jwq6lhvheqg7xpsw76vq,Stephen,4,30713,0,0
09kpcp9w_nalqga28apd2q,Sam,11,68495,3113,1592
09kxju6i5kzduk3omq-y6g,Eva,0,264225,0,0
09wyqaaphtwlpz0ku2b55w,Jelena,22,324350,13863,0
09wyvflcqqsmndyoq-dkeg,Shelby,0,139375,0,0
0_9q9qrbpcmcxbnszowi7g,Andrea,8,464231,14510,0
0_9vjivfdhslflenbgmwnq,Gene,0,444183,0,0
0_a8affka8sgh11wdi4xbw,Michael,0,124473,0,0
0_dik4cshg3zpjzejknnfw,Randy,0,17599,0,0
0_fji7_ldayabikj4dbsgw,Michaela,0,484420,0,0
0_nbnqy2awoudtdur4udtg,Dave,76,30219,10998,0
0_sni5ybd94zyfixn7x12q,tammy,5,274245,0,1632
0_vh4tndxyz7g2e01m5foq,Ted,1,452715,0,0
0a3mjckuyqk9qwpcc_8lew,Jessica,0,157171,0,0
0aa_l8nk2hfmrsg6ppnxeq,Derek,6,217601,16529,0
0act3xwuftmyx-7sqrjk8w,Daniel,0,257959,0,0
0aeidixxuo5cf1zh7ky3ca,Michael,0,272681,0,0
0ajvoewpt4mp19pci7_rtg,Bobby,16,19308,3856,0
0ambgump8mjkvlphzozhha,Misha,0,371006,0,0
0amudn39lxe3ul_odas5ja,Moqu,1,86147,0,0
0asopyds2r5go58ah2f_sa,J,0,134952,0,0
0axwgk9c1cbndgu_u387ia,Wayne,0,403855,0,0
0b1svljtqiqz8ceomw9iag,Stuart,24,5041,3996,0
0b3wbam1hnn3xut1bitsyw,Helen,14,367127,9751,0
0bpo29dnj9o3mmnwvkdjbq,Mike,0,487709,0,0
0bscwrslgm-d68u-7ydpvw,Tim,5,79376,6316,0
0bvt3v1t-g4zusvbpngc7w,Drew,0,309866,17271,1716
0bzpmptdbuqy83dkspfyvw,Kevin,10,50307,12145,1720
0c2nsimonncko8hvw-dj8a,Phan,1,334692,0,0
0caei_hypy3qpinmzi8tja,Vy,1,401476,0,0
0cboqou2imjld8zohcwdha,Mazen,1,163420,0,0
0ce6kbkkiir6wvqd5eqh_q,Sara Jane,0,456986,0,0
0cfqcg0j01n4fnz3x51pxa,Rose,1,64995,0,0
0cfrlq5f6wic9rqz2mkvcw,RhythmofOurLives,10,218765,0,0
0cl20i0dh2_she2mljbx7a,Ryan,0,282033,0,0
0clb673oryoujt8jdl0cxg,Alberta,3,390816,0,0
0cqyrlrhjkxz2ujq14wzwa,Kelly,14,132252,0,0
0csjgc9ue981i6dg4_n33w,Kimberly,0,116262,0,1745
0ctp-u43cmfxaf0wrbwjhq,Lucinda,0,146024,0,0
0cu2suolvjhmdrb1d5t--g,Premiertek,0,28955,0,0
0cuisrfxvp2eseqrupxbjw,Brian,0,135050,0,0
0cx5iuirktyugx4tss8b6g,Jon,5,315724,16622,0
0d6z6bvypkmoxvbxpigf-g,Michael,1,36301,0,0
0d89guvxpjg4ofel9rtuxq,RJ,8,487554,7676,1764
0d_htdxsmlfrlnjjqcppug,Chris,2,119331,0,0
0d_xru8lpiljthtd-nkduq,Hannah,3,245895,0,0
0dhieqedjde8qfstv15jlw,Rachel,7,326353,14175,0
0dl_skwo7prmjddvkgvydq,Jackie,40,220394,9696,0
0dmyov98sa0ksse44e6vcw,Will,0,30733,0,0
0do1bst7d7wvfvftfhqudw,Jason,0,352913,0,0
0drghwmvu2o-dq7nxojbaa,DONNA,1,134140,0,0
0dsjyuud93rzwr52b2ydwa,Jamie,0,307579,0,0
0du6mhbt2szvitjjsekoja,Jeff,4,370977,13518,0
0dxs-cefxg-trygbh8xzsw,Alison,3,245382,15504,0
0e3j3qwttq8gzpodpm316q,Logan,0,188012,0,0
0eaogdxorm8lpv3sxxdscq,Jackie,1,152954,0,0
0eaxpgre4nzok5yqankura,Sherin,1,27922,0,1808
0ec1kxnvfm2v7f99u_9zjg,OhmGirl,5,206730,0,0
0ecuqrjavtjenjormbaiaq,Diane,0,83731,0,1811
0edhtt3e4u2_xnjuvett0w,Chloe,1,233772,0,0
0ei0tlvfpjyu0xebrewfjq,Dae,0,296592,0,1826
0ejp8eepkhff5d_htepwrg,Tiffanie,2,181424,0,0
0ejwvihaywdamad8vbohwa,Casey,3,324823,0,0
0emuinshy2dpigfacx4oyq,Aaron,0,382597,0,0
0et0s9krkahdzierokyvqa,Christian,0,54400,0,0
0evd3vvmmy_ndzpnsre7rq,Dain,0,483895,0,0
0ezdfhpu6hagxakthlwqlw,Thomas,0,472497,0,1848
0f1flu-ybaiuqcmcqzm3fa,Nick,0,299083,0,0
0f6ywfb1ilqfxispsgjdtw,Carly,0,266036,0,0
0fd9dxqrrmkc2gz1_napca,Joanne,0,76108,0,0
0fej0o8sebup3nwo0ab4ka,D,3,37041,0,0
0fl8mfx6qnbkk37yrocwea,Cindy,0,457738,0,0
0fsie63ootv_58omhhyutw,Ernesto,0,385832,0,1874
0ftl9e7-_usbagdhihprra,Mike,0,35804,0,0
0fv8smitlkz4eqeala_r3q,Sandra,1,45221,0,0
0fzysj1zn9pqmci5lr8-cg,Shelby,0,202572,0,0
0g0t0dvgie3xuq0evz1m7a,Debbie,0,149141,0,0
0g2ooybcrrr-0y30vc_8cw,Arun,0,338065,0,0
0g4i6t1eww5b76crgqr7aq,Claire,0,63195,0,0
0g8fhcjvt39awuusie43rw,Elizabeth,0,421277,0,0
